price,log_price,bedrooms,bathrooms,guests_included,property_type,host_is_superhost,security_deposit,cleaning_fee,room_type,neighbourhood_cleansed,number_of_reviews,review_scores_rating,minimum_nights,accommodates
295,5.68697535633982,2,1,3,Apartment,f,300,60,Entire home/apt,Chinatown,30,85,3,4
389,5.963579343618446,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,22,92,3,5
215,5.3706380281276624,2,1,4,Apartment,f,400,125,Entire home/apt,Chinatown,0,NA,2,4
375,5.926926025970411,4,2,3,Apartment,f,400,120,Entire home/apt,Chinatown,8,95,4,8
270,5.598421958998375,1,1,2,Apartment,f,250,100,Entire home/apt,Chinatown,0,NA,4,4
285,5.652489180268651,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,2,100,15,5
296,5.69035945432406,2,1,4,Apartment,f,100,69,Entire home/apt,Chinatown,55,95,1,6
80,4.382026634673881,1,1.5,1,Apartment,f,100,10,Private room,Chinatown,0,NA,1,3
219,5.389071729816501,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,2,100,15,3
120,4.787491742782046,0,1,1,Other,f,0,10,Entire home/apt,Chinatown,13,87,3,2
209,5.342334251964811,2,1,4,Apartment,f,400,120,Entire home/apt,Chinatown,0,NA,2,4
399,5.988961416889864,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,100,15,5
159,5.0689042022202315,1,2,1,Apartment,t,200,20,Private room,Chinatown,80,98,1,2
125,4.8283137373023015,0,1,2,Apartment,f,400,10,Entire home/apt,Chinatown,20,91,2,3
80,4.382026634673881,1,1,1,Apartment,f,0,0,Private room,Chinatown,5,84,2,2
299,5.700443573390687,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,80,3,5
100,4.605170185988092,1,1,1,Apartment,f,300,30,Private room,Chinatown,5,100,1,1
229,5.43372200355424,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,7,4
383,5.948034989180646,3,1,2,Condominium,f,0,70,Entire home/apt,Chinatown,57,86,1,8
149,5.003946305945459,1,1,2,Apartment,f,100,40,Entire home/apt,Chinatown,40,83,2,4
250,5.521460917862246,1,1,2,Apartment,f,300,60,Entire home/apt,Chinatown,33,97,3,3
349,5.855071922202427,1,1,1,Apartment,f,0,150,Entire home/apt,Chinatown,4,90,3,2
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,2,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,3,3
300,5.703782474656201,1,1,1,Apartment,f,0,60,Private room,Chinatown,4,100,2,2
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,80,3,3
349,5.855071922202427,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,3,3
319,5.765191102784844,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,5
100,4.605170185988092,1,1,1,Apartment,f,0,0,Shared room,Chinatown,0,NA,1,1
179,5.187385805840755,2,2,2,Apartment,t,300,20,Entire home/apt,Chinatown,3,100,1,4
289,5.666426688112432,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,7,5
209,5.342334251964811,0,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,3,5
319,5.765191102784844,2,1,1,Apartment,f,1000,100,Entire home/apt,Chinatown,5,96,4,3
135,4.90527477843843,1,1,1,Apartment,f,0,20,Entire home/apt,Chinatown,2,80,4,4
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,100,3,3
95,4.553876891600541,1,1,1,Apartment,f,0,5,Private room,Chinatown,2,80,1,2
319,5.765191102784844,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,2,3
287,5.659482215759621,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,10,98,2,4
219,5.389071729816501,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,3
219,5.389071729816501,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,3,5
95,4.553876891600541,1,1,1,Apartment,f,0,5,Private room,Chinatown,2,100,1,2
219,5.389071729816501,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,3
242,5.488937726156687,1,1,1,Apartment,f,0,0,Entire home/apt,Chinatown,0,NA,10,3
389,5.963579343618446,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,3,87,3,5
169,5.1298987149230735,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,100,3,3
199,5.293304824724492,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,3,5
361,5.8888779583328805,2,2,1,Apartment,f,0,0,Entire home/apt,Chinatown,0,NA,10,2
225,5.41610040220442,1,1,1,Apartment,f,0,0,Entire home/apt,Chinatown,0,NA,1,3
255,5.541263545158426,2,1,1,Apartment,f,0,0,Entire home/apt,Chinatown,62,86,1,6
119,4.77912349311153,3,2,1,Apartment,f,0,119,Entire home/apt,Chinatown,0,NA,2,7
219,5.389071729816501,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,3
299,5.700443573390687,2,1,4,Other,f,0,0,Entire home/apt,Chinatown,50,92,2,4
119,4.77912349311153,2,2,1,Apartment,f,0,119,Entire home/apt,Chinatown,0,NA,2,5
199,5.293304824724492,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,1,100,7,3
319,5.765191102784844,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,15,5
93,4.532599493153256,1,1,0,Apartment,f,0,5,Private room,Chinatown,2,60,1,2
199,5.293304824724492,1,1,1,Apartment,f,0,100,Entire home/apt,Chinatown,0,NA,7,3
299,5.700443573390687,2,2,1,Apartment,f,0,100,Entire home/apt,Chinatown,2,100,3,5
349,5.855071922202427,2,2,1,Apartment,f,0,150,Entire home/apt,Chinatown,7,97,3,4
275,5.616771097666572,1,1,1,Condominium,f,0,0,Entire home/apt,North End,0,NA,1,1
299,5.700443573390687,2,2,6,Apartment,f,0,95,Entire home/apt,North End,1,NA,2,4
375,5.926926025970411,3,2,2,Other,f,0,197,Entire home/apt,North End,13,94,2,10
140,4.941642422609304,1,1,1,Apartment,f,200,0,Entire home/apt,North End,16,96,5,4
159,5.0689042022202315,1,1,1,Apartment,f,0,0,Private room,North End,4,100,1,2
84,4.430816798843313,1,1,1,Apartment,f,0,0,Private room,North End,29,95,1,1
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,North End,0,NA,1,1
125,4.8283137373023015,2,1,1,Apartment,f,0,15,Entire home/apt,North End,1,80,30,4
150,5.0106352940962555,1,1,2,Condominium,f,0,50,Entire home/apt,North End,16,93,2,2
79,4.3694478524670215,1,1,1,Apartment,t,0,0,Private room,North End,47,98,1,1
320,5.768320995793772,2,1,4,Apartment,t,450,100,Entire home/apt,North End,7,94,3,6
180,5.19295685089021,1,1,2,Apartment,t,0,80,Entire home/apt,North End,25,97,2,2
150,5.0106352940962555,0,1,1,Apartment,f,0,100,Entire home/apt,North End,2,100,2,3
125,4.8283137373023015,1,1,2,Apartment,f,250,80,Entire home/apt,North End,140,94,1,3
145,4.976733742420574,1,1,1,Apartment,f,0,25,Entire home/apt,North End,6,100,1,2
125,4.8283137373023015,1,1,1,Apartment,f,0,45,Entire home/apt,North End,281,88,1,2
171,5.14166355650266,1,1,1,House,f,500,100,Entire home/apt,North End,0,NA,7,2
285,5.652489180268651,2,1.5,1,Apartment,t,1000,80,Entire home/apt,North End,57,99,2,4
400,5.991464547107982,2,2,4,Apartment,f,200,155,Entire home/apt,North End,8,97,1,5
400,5.991464547107982,2,1,1,Apartment,f,350,0,Entire home/apt,North End,6,100,2,4
210,5.3471075307174685,1,1,1,Apartment,f,0,0,Entire home/apt,North End,130,87,3,3
350,5.857933154483459,1,1.5,4,Apartment,f,500,75,Entire home/apt,North End,2,100,2,8
182,5.204006687076795,2,1,2,Apartment,f,0,50,Entire home/apt,North End,10,98,3,3
200,5.298317366548036,1,1,1,Apartment,f,0,0,Entire home/apt,North End,1,100,1,2
260,5.560681631015528,2,1,4,Apartment,f,99,60,Entire home/apt,North End,0,NA,1,5
200,5.298317366548036,1,1,1,Apartment,t,0,0,Entire home/apt,North End,55,97,1,2
150,5.0106352940962555,1,1,1,Apartment,f,0,0,Private room,North End,5,60,1,2
120,4.787491742782046,0,1,1,Apartment,t,0,40,Entire home/apt,North End,21,88,3,2
102,4.624972813284271,1,1,1,Apartment,f,0,0,Private room,North End,0,NA,2,3
210,5.3471075307174685,0,1,1,Apartment,f,150,40,Entire home/apt,North End,1,100,3,2
159,5.0689042022202315,1,1,2,Apartment,f,500,75,Entire home/apt,North End,36,96,1,3
120,4.787491742782046,1,1,1,House,t,150,25,Private room,North End,19,98,3,4
425,6.052089168924417,2,2,2,Other,f,0,158,Entire home/apt,North End,2,90,2,6
150,5.0106352940962555,1,1,1,Apartment,f,0,65,Entire home/apt,North End,33,84,5,3
149,5.003946305945459,1,1,2,Apartment,f,500,50,Entire home/apt,North End,3,80,2,4
115,4.74493212836325,0,1,1,Apartment,f,100,25,Entire home/apt,North End,4,93,1,2
150,5.0106352940962555,0,1,1,Apartment,f,100,0,Entire home/apt,North End,22,98,2,2
399,5.988961416889864,3,3,8,Apartment,f,0,95,Entire home/apt,North End,0,NA,1,8
220,5.393627546352362,2,1,1,Apartment,f,0,25,Entire home/apt,North End,3,100,2,4
110,4.700480365792417,1,1,1,House,t,100,25,Private room,North End,41,98,2,2
125,4.8283137373023015,1,1,1,Apartment,f,0,45,Entire home/apt,North End,244,88,1,2
310,5.736572297479192,2,1,1,Apartment,t,100,80,Entire home/apt,North End,22,93,1,4
160,5.075173815233827,1,1,1,Apartment,f,0,30,Entire home/apt,North End,25,94,2,3
559,6.326149473155099,1,1,1,Apartment,f,250,25,Entire home/apt,North End,0,NA,2,2
175,5.1647859739235145,1,1,1,Apartment,f,0,95,Private room,North End,14,86,1,4
159,5.0689042022202315,1,1,2,Apartment,f,500,75,Entire home/apt,North End,135,97,1,4
190,5.247024072160486,2,1.5,2,Other,f,0,166,Entire home/apt,North End,7,94,2,5
165,5.10594547390058,1,1,2,Apartment,f,100,0,Entire home/apt,North End,36,83,1,4
195,5.272999558563747,2,1,4,Apartment,f,0,95,Entire home/apt,North End,37,87,1,6
195,5.272999558563747,2,1,1,Apartment,f,0,95,Entire home/apt,North End,19,84,1,4
300,5.703782474656201,2,1,1,Apartment,f,0,50,Entire home/apt,North End,9,93,1,4
135,4.90527477843843,1,1,1,Apartment,f,0,85,Entire home/apt,North End,15,75,1,3
125,4.8283137373023015,1,1,1,Apartment,f,0,45,Entire home/apt,North End,281,92,1,2
125,4.8283137373023015,1,1,1,Apartment,f,0,45,Entire home/apt,North End,120,96,1,2
212,5.356586274672012,2,1,2,Other,f,0,166,Entire home/apt,North End,12,90,2,4
200,5.298317366548036,2,1,1,Apartment,f,0,0,Entire home/apt,North End,0,NA,1,2
425,6.052089168924417,2,1.5,4,Condominium,f,0,140,Entire home/apt,North End,7,97,3,6
180,5.19295685089021,1,1,1,Condominium,f,0,0,Entire home/apt,North End,3,93,3,2
165,5.10594547390058,1,1,2,Apartment,f,100,0,Entire home/apt,North End,111,87,1,2
120,4.787491742782046,1,1,1,Apartment,f,250,50,Entire home/apt,North End,4,100,3,2
250,5.521460917862246,2,1,1,Apartment,f,0,50,Entire home/apt,North End,0,NA,2,3
129,4.859812404361672,2,2,1,Apartment,f,300,95,Entire home/apt,North End,51,89,1,4
80,4.382026634673881,1,1,1,Apartment,f,0,0,Private room,North End,0,NA,1,2
160,5.075173815233827,2,1,2,Apartment,f,300,75,Entire home/apt,North End,3,80,20,5
145,4.976733742420574,1,1,4,Apartment,f,300,25,Private room,North End,7,94,2,2
131,4.875197323201151,1,1,1,Apartment,f,200,25,Entire home/apt,North End,5,92,1,3
150,5.0106352940962555,1,1,2,Condominium,f,500,80,Entire home/apt,North End,84,97,1,3
250,5.521460917862246,2,2,2,Other,f,0,0,Entire home/apt,North End,37,95,1,6
200,5.298317366548036,3,1,5,Apartment,f,99,60,Entire home/apt,North End,15,87,1,9
200,5.298317366548036,2,1,1,Apartment,f,0,0,Entire home/apt,North End,3,100,2,4
125,4.8283137373023015,1,1,1,Apartment,f,0,45,Entire home/apt,North End,171,92,1,2
250,5.521460917862246,1,1,1,Other,f,0,0,Entire home/apt,North End,8,97,2,2
250,5.521460917862246,1,1,2,Apartment,f,0,85,Entire home/apt,North End,10,95,2,3
109,4.6913478822291435,1,1,3,Apartment,f,300,85,Entire home/apt,North End,43,89,1,5
180,5.19295685089021,2,1,4,Apartment,t,150,80,Entire home/apt,North End,42,93,4,4
245,5.501258210544727,2,1,4,Apartment,f,99,65,Entire home/apt,North End,0,NA,1,6
249,5.517452896464707,1,1,1,Apartment,f,0,0,Entire home/apt,North End,31,92,4,2
135,4.90527477843843,1,1,1,Apartment,f,0,45,Entire home/apt,North End,236,87,1,2
300,5.703782474656201,1,1,4,Apartment,f,0,85,Entire home/apt,North End,6,100,3,4
103,4.634728988229636,1,1,2,Apartment,f,0,0,Private room,North End,2,100,2,2
120,4.787491742782046,1,1,1,Apartment,f,0,25,Private room,North End,27,91,2,2
250,5.521460917862246,1,1,2,Apartment,f,150,100,Entire home/apt,North End,1,100,4,4
69,4.23410650459726,1,1,2,House,t,300,60,Private room,North End,160,98,3,5
125,4.8283137373023015,1,1,2,Apartment,f,200,50,Entire home/apt,North End,190,91,2,4
225,5.41610040220442,1,1,1,Apartment,f,0,95,Entire home/apt,North End,0,NA,2,2
240,5.480638923341991,1,1,1,Other,f,0,40,Entire home/apt,North End,1,100,2,2
180,5.19295685089021,1,1,1,Apartment,f,0,0,Entire home/apt,North End,6,97,1,3
200,5.298317366548036,0,1,1,Apartment,f,200,20,Entire home/apt,North End,0,NA,2,3
60,4.0943445622221,1,1,1,Apartment,f,0,0,Shared room,North End,3,93,1,2
200,5.298317366548036,2,1.5,1,Apartment,f,0,50,Entire home/apt,North End,6,90,1,4
315,5.752572638825633,2,1,5,Apartment,t,350,80,Entire home/apt,North End,0,NA,1,4
380,5.940171252720432,2,1,1,Apartment,f,100,80,Entire home/apt,North End,75,95,2,4
220,5.393627546352362,2,1,2,Apartment,f,250,75,Entire home/apt,North End,72,96,2,4
180,5.19295685089021,2,2,4,Apartment,f,250,80,Entire home/apt,North End,5,96,3,4
140,4.941642422609304,1,1,1,Apartment,f,500,50,Entire home/apt,North End,8,100,1,2
180,5.19295685089021,1,1,1,Apartment,f,0,50,Entire home/apt,North End,0,NA,6,2
200,5.298317366548036,1,1,0,Apartment,f,100,50,Entire home/apt,North End,80,94,1,2
239,5.476463551931511,2,1,2,House,f,0,166,Entire home/apt,North End,19,96,2,6
425,6.052089168924417,2,1.5,4,Condominium,f,0,25,Entire home/apt,North End,0,NA,3,6
199,5.293304824724492,1,1,3,Apartment,t,450,80,Entire home/apt,North End,67,98,3,4
600,6.396929655216146,2,2,4,Apartment,t,500,75,Entire home/apt,North End,8,98,2,6
175,5.1647859739235145,1,1,1,Apartment,f,0,0,Entire home/apt,North End,11,95,3,2
175,5.1647859739235145,3,1,3,Apartment,f,0,0,Entire home/apt,North End,3,93,2,6
250,5.521460917862246,0,1,1,Apartment,f,0,0,Entire home/apt,North End,0,NA,1,2
225,5.41610040220442,2,1,5,Condominium,f,500,140,Entire home/apt,North End,11,95,3,6
325,5.783825182329737,2,1,4,Apartment,t,450,100,Entire home/apt,North End,48,99,2,6
175,5.1647859739235145,1,1,2,Apartment,t,200,95,Entire home/apt,North End,73,98,4,4
179,5.187385805840755,1,1,1,Apartment,f,0,0,Entire home/apt,North End,24,90,2,2
99,4.59511985013459,1,1,2,Apartment,f,300,85,Entire home/apt,North End,49,88,1,3
165,5.10594547390058,0,1,1,Apartment,f,95,25,Entire home/apt,North End,22,94,3,2
290,5.66988092298052,1,2,1,Apartment,t,0,40,Private room,North End,15,97,1,2
130,4.867534450455582,1,1,1,Apartment,f,0,0,Private room,North End,0,NA,1,2
179,5.187385805840755,2,1,5,Apartment,f,300,95,Entire home/apt,North End,68,86,1,6
95,4.553876891600541,1,1,1,Apartment,f,0,0,Private room,North End,32,97,1,2
152,5.0238805208462765,1,1,2,Apartment,f,150,125,Entire home/apt,North End,19,91,3,4
200,5.298317366548036,1,1,2,Apartment,f,0,50,Entire home/apt,North End,4,90,3,3
130,4.867534450455582,1,1,1,Apartment,f,0,0,Private room,North End,1,100,3,2
175,5.1647859739235145,1,1.5,2,Other,f,350,50,Private room,North End,36,96,1,4
139,4.9344739331306915,2,1,4,Apartment,f,300,95,Entire home/apt,North End,47,89,1,4
255,5.541263545158426,2,2,4,Apartment,t,300,85,Entire home/apt,North End,64,96,1,4
345,5.84354441703136,2,2,4,Apartment,t,300,85,Entire home/apt,North End,0,NA,1,4
50,3.912023005428146,1,2,1,Apartment,f,250,15,Private room,North End,0,NA,2,1
119,4.77912349311153,2,1,4,Apartment,f,300,90,Entire home/apt,North End,45,87,1,4
135,4.90527477843843,1,1,1,Apartment,f,0,30,Entire home/apt,North End,6,93,2,4
200,5.298317366548036,2,1,1,Apartment,f,0,50,Entire home/apt,North End,7,100,1,4
275,5.616771097666572,1,1,1,Apartment,f,250,100,Entire home/apt,North End,18,93,2,2
139,4.9344739331306915,2,1,4,Apartment,f,300,90,Entire home/apt,North End,27,87,1,4
199,5.293304824724492,2,1,1,Apartment,f,200,0,Entire home/apt,North End,19,96,5,4
135,4.90527477843843,1,1,2,Apartment,f,275,25,Entire home/apt,North End,41,98,2,2
72,4.276666119016055,1,1,1,Apartment,f,0,10,Shared room,North End,17,92,1,1
45,3.8066624897703196,2,1,1,Apartment,f,0,0,Entire home/apt,North End,0,NA,1,6
200,5.298317366548036,2,1,1,Apartment,t,500,50,Entire home/apt,North End,20,99,2,5
175,5.1647859739235145,1,1,1,Condominium,f,100,0,Entire home/apt,North End,3,100,2,2
175,5.1647859739235145,1,1,1,Apartment,f,0,0,Private room,North End,1,100,1,2
200,5.298317366548036,1,1,1,Apartment,f,150,75,Entire home/apt,North End,9,100,2,2
195,5.272999558563747,1,1,3,Apartment,t,375,80,Entire home/apt,North End,30,97,2,4
235,5.459585514144159,1,1,4,Apartment,f,250,75,Entire home/apt,North End,1,97,3,4
195,5.272999558563747,1,1,1,Apartment,f,199,35,Entire home/apt,North End,2,90,1,3
150,5.0106352940962555,1,1,1,Other,f,0,35,Entire home/apt,North End,4,100,3,2
235,5.459585514144159,1,1,2,Apartment,f,0,0,Entire home/apt,North End,1,100,4,4
185,5.220355825078324,2,1,1,Apartment,f,0,25,Entire home/apt,North End,2,100,2,4
35,3.5553480614894135,1,1.5,1,Apartment,t,0,6,Private room,Roxbury,2,100,30,1
139,4.9344739331306915,1,1,1,Condominium,f,0,0,Entire home/apt,Roxbury,2,100,5,3
145,4.976733742420574,1,1,1,Apartment,f,100,8,Entire home/apt,Roxbury,2,70,1,2
79,4.3694478524670215,1,1,1,House,f,0,25,Private room,Roxbury,2,70,1,2
209,5.342334251964811,3,1,3,Apartment,f,400,95,Entire home/apt,Roxbury,2,90,3,6
99,4.59511985013459,1,2,1,House,f,0,0,Private room,Roxbury,79,91,1,2
90,4.499809670330265,1,2.5,1,House,f,100,25,Private room,Roxbury,2,100,4,2
79,4.3694478524670215,1,1,1,House,f,0,49,Private room,Roxbury,31,93,2,5
22,3.091042453358316,1,1,1,House,f,0,25,Shared room,Roxbury,3,93,1,1
41,3.713572066704308,1,1.5,1,Apartment,f,0,25,Shared room,Roxbury,6,93,1,2
100,4.605170185988092,1,1,1,House,f,0,0,Shared room,Roxbury,0,NA,2,2
145,4.976733742420574,1,1,2,House,f,0,40,Private room,Roxbury,36,91,3,2
132,4.882801922586371,1,1,2,Apartment,f,100,0,Private room,Roxbury,60,89,3,2
65,4.174387269895637,1,1,1,Other,f,0,10,Private room,Roxbury,173,87,1,2
167,5.117993812416755,1,1,1,Apartment,f,500,100,Entire home/apt,Roxbury,27,85,2,4
75,4.31748811353631,1,1.5,1,Condominium,f,200,100,Private room,Roxbury,1,100,30,1
80,4.382026634673881,1,2,1,Apartment,t,0,20,Private room,Roxbury,31,97,1,2
265,5.579729825986222,2,1,1,Apartment,f,500,125,Entire home/apt,Roxbury,52,84,2,6
150,5.0106352940962555,1,1,2,Apartment,f,500,100,Entire home/apt,Roxbury,55,85,2,4
59,4.07753744390572,1,1,1,House,f,0,5,Private room,Roxbury,8,83,1,2
165,5.10594547390058,1,1,1,House,f,0,40,Private room,Roxbury,14,94,3,2
100,4.605170185988092,1,1,1,Other,f,0,0,Private room,Roxbury,0,NA,2,2
195,5.272999558563747,1,1,2,Apartment,f,0,70,Entire home/apt,Roxbury,23,95,3,4
275,5.616771097666572,2,1,1,Apartment,f,500,125,Entire home/apt,Roxbury,49,89,2,6
1400,7.24422751560335,1,1,1,Apartment,f,0,0,Private room,Roxbury,0,NA,1,2
225,5.41610040220442,2,1,1,Apartment,f,0,0,Entire home/apt,Roxbury,1,60,1,5
109,4.6913478822291435,0,1,1,Apartment,f,0,0,Entire home/apt,Roxbury,21,97,2,4
85,4.442651256490317,1,1,1,Apartment,f,0,0,Private room,Roxbury,25,97,3,1
75,4.31748811353631,1,1,1,Apartment,f,0,0,Private room,Roxbury,23,93,4,1
75,4.31748811353631,1,1,1,House,f,0,25,Private room,Roxbury,0,NA,5,2
65,4.174387269895637,1,2,1,House,f,0,25,Private room,Roxbury,1,100,7,1
159,5.0689042022202315,1,1,2,Apartment,f,0,0,Entire home/apt,Roxbury,81,92,2,4
190,5.247024072160486,0,1,1,Apartment,f,0,85,Entire home/apt,Roxbury,0,NA,2,2
95,4.553876891600541,1,1,2,Apartment,t,0,30,Private room,Roxbury,57,96,1,2
65,4.174387269895637,1,1,1,Apartment,f,300,50,Private room,Roxbury,18,83,1,2
99,4.59511985013459,1,2,1,House,f,0,0,Private room,Roxbury,80,88,1,2
148,4.997212273764115,2,1,1,Apartment,f,100,75,Entire home/apt,Roxbury,0,NA,2,4
135,4.90527477843843,1,1,1,Apartment,t,350,25,Entire home/apt,Roxbury,163,96,2,2
100,4.605170185988092,1,1,1,Condominium,f,0,0,Entire home/apt,Roxbury,15,97,1,2
65,4.174387269895637,1,1,1,Apartment,f,300,50,Private room,Roxbury,9,84,3,2
140,4.941642422609304,1,1,1,Condominium,f,0,0,Entire home/apt,Roxbury,0,NA,1,4
536,6.284134161070802,3,2,12,Apartment,t,0,125,Entire home/apt,Roxbury,1,100,1,14
99,4.59511985013459,1,2,1,House,f,0,0,Private room,Roxbury,87,88,1,2
135,4.90527477843843,1,1,2,Apartment,f,0,40,Entire home/apt,Roxbury,32,98,1,2
89,4.48863636973214,1,1,1,House,f,0,9,Private room,Roxbury,42,82,1,4
100,4.605170185988092,1,1,1,Apartment,f,0,0,Private room,Roxbury,2,80,1,2
75,4.31748811353631,1,1,1,Apartment,f,0,0,Private room,Roxbury,112,95,2,1
90,4.499809670330265,1,0,1,Apartment,f,0,0,Private room,Roxbury,12,100,2,2
94,4.543294782270004,0,1,1,Apartment,f,0,20,Entire home/apt,Roxbury,8,70,2,2
125,4.8283137373023015,1,1,1,Apartment,f,300,50,Entire home/apt,Roxbury,4,100,2,2
99,4.59511985013459,1,2,1,House,f,0,10,Private room,Roxbury,81,86,1,2
100,4.605170185988092,0,1,1,Apartment,f,0,15,Entire home/apt,Roxbury,46,85,1,4
92,4.5217885770490405,1,1,1,Apartment,f,0,0,Private room,Roxbury,1,80,1,2
100,4.605170185988092,1,1,4,Apartment,f,0,30,Entire home/apt,Roxbury,55,97,2,4
170,5.135798437050262,0,1,2,Apartment,f,0,70,Entire home/apt,Roxbury,13,97,3,4
33,3.4965075614664802,1,1,1,Apartment,f,300,50,Private room,Roxbury,1,100,30,1
75,4.31748811353631,1,1,1,Apartment,f,0,50,Private room,Roxbury,0,NA,2,2
52,3.9512437185814275,1,1,1,Apartment,f,100,10,Private room,Roxbury,3,80,1,1
78,4.356708826689592,1,1,1,House,t,0,30,Private room,Roxbury,1,100,2,1
350,5.857933154483459,3,2,5,Apartment,f,0,200,Entire home/apt,Roxbury,9,78,5,8
236,5.4638318050256105,3,1,6,Apartment,f,250,100,Entire home/apt,Roxbury,5,88,1,8
330,5.799092654460526,3,2,1,Apartment,f,500,125,Entire home/apt,Roxbury,60,85,2,7
300,5.703782474656201,3,2,1,Apartment,f,500,125,Entire home/apt,Roxbury,43,88,2,6
60,4.0943445622221,1,1,1,House,f,0,20,Private room,Roxbury,1,100,1,2
150,5.0106352940962555,2,1,4,House,f,300,0,Entire home/apt,Roxbury,44,94,2,4
83,4.418840607796598,1,1,1,Other,f,0,0,Private room,Roxbury,54,87,1,2
65,4.174387269895637,1,1,1,Other,f,0,10,Private room,Roxbury,156,86,1,4
55,4.007333185232471,1,1,2,Apartment,f,0,20,Private room,Roxbury,24,89,3,2
120,4.787491742782046,2,1,1,House,f,300,0,Entire home/apt,Roxbury,7,94,2,6
120,4.787491742782046,2,1,4,Apartment,f,0,100,Entire home/apt,Roxbury,0,NA,1,6
450,6.1092475827643655,3,3.5,6,House,f,0,200,Entire home/apt,Roxbury,7,84,4,10
90,4.499809670330265,1,1,1,Apartment,f,0,0,Private room,Roxbury,8,100,1,1
350,5.857933154483459,3,3.5,1,House,f,0,100,Entire home/apt,Roxbury,3,100,2,8
45,3.8066624897703196,1,1,1,Apartment,f,95,15,Private room,Roxbury,0,NA,5,2
179,5.187385805840755,2,1,4,Apartment,f,100,20,Entire home/apt,Roxbury,34,83,1,8
130,4.867534450455582,1,1,1,Apartment,f,0,0,Private room,Roxbury,2,100,1,2
60,4.0943445622221,1,1,1,House,f,100,20,Private room,Roxbury,88,93,3,2
110,4.700480365792417,0,1,1,House,f,100,30,Entire home/apt,Roxbury,82,95,1,2
75,4.31748811353631,1,0.5,1,House,f,0,0,Private room,Roxbury,1,80,1,2
120,4.787491742782046,1,1.5,2,House,f,0,10,Private room,Roxbury,91,87,2,2
60,4.0943445622221,1,1,1,Apartment,f,0,0,Private room,Roxbury,9,83,1,2
55,4.007333185232471,1,2,1,Apartment,f,0,0,Private room,Roxbury,3,73,2,1
49,3.8918202981106265,1,1.5,0,House,f,1000,0,Private room,Roxbury,0,NA,10,1
195,5.272999558563747,1,1,2,Apartment,f,0,70,Entire home/apt,Roxbury,47,95,3,4
114,4.736198448394496,1,1,1,Apartment,f,250,35,Entire home/apt,Roxbury,7,100,2,2
75,4.31748811353631,1,1,1,Apartment,f,95,15,Private room,Roxbury,0,NA,1,2
150,5.0106352940962555,1,1,1,House,f,0,0,Private room,Roxbury,4,93,1,2
209,5.342334251964811,2,1,1,Apartment,f,400,95,Entire home/apt,Roxbury,0,NA,3,4
39,3.6635616461296463,1,1,1,Apartment,f,300,50,Private room,Roxbury,4,95,30,1
95,4.553876891600541,1,1,1,Apartment,t,400,25,Private room,Roxbury,14,100,2,2
450,6.1092475827643655,3,2,5,House,f,0,200,Entire home/apt,Roxbury,4,80,3,8
64,4.1588830833596715,1,1,1,House,f,0,0,Private room,Roxbury,1,NA,3,2
269,5.594711379601839,3,1.5,8,Apartment,f,500,199,Entire home/apt,Roxbury,24,90,1,10
250,5.521460917862246,3,1.5,2,Apartment,f,0,95,Entire home/apt,Roxbury,23,90,3,6
120,4.787491742782046,1,1.5,2,Apartment,f,0,0,Private room,Roxbury,5,100,2,4
